Timestamp,T_Value,H_Value,P_Value,B_Value,HR_Value
2025-02-18 02:01:17,23.85,54.94,0.0,0.0,0.0
2025-02-18 02:01:17,23.84,54.93,0.0,0.0,0.0
2025-02-18 02:01:17,23.85,54.94,0.0,0.0,0.0
2025-02-18 02:01:17,23.84,54.97,0.0,0.0,0.0
2025-02-18 02:01:17,23.82,54.98,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,54.94,0.0,0.0,0.0
2025-02-18 02:01:17,23.83,54.93,0.0,0.0,0.0
2025-02-18 02:01:17,23.83,54.93,0.0,0.0,0.0
2025-02-18 02:01:17,23.82,54.96,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,54.99,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.08,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.07,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.12,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.05,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.06,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.09,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.06,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.1,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.08,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.14,0.0,0.0,0.0
2025-02-18 02:01:17,23.81,55.16,0.0,0.0,0.0
2025-02-18 02:01:17,23.8,55.1,0.0,0.0,0.0
2025-02-18 02:01:18,23.8,55.12,0.0,0.0,0.0
2025-02-18 02:01:18,23.78,55.1,0.0,0.0,0.0
2025-02-18 02:01:18,23.79,55.13,0.0,0.0,0.0
2025-02-18 02:01:18,23.76,55.19,0.0,0.0,0.0
2025-02-18 02:01:18,23.77,55.16,0.0,0.0,0.0
2025-02-18 02:01:18,23.79,55.16,0.0,0.0,0.0
2025-02-18 02:01:18,23.6,55.29,0.0,0.0,0.0
2025-02-18 02:01:18,23.64,55.24,0.0,0.0,0.0
2025-02-18 02:01:18,23.73,55.26,0.0,0.0,0.0
2025-02-18 02:01:18,23.77,55.27,0.0,0.0,0.0
2025-02-18 02:01:18,23.77,55.3,0.0,0.0,0.0
2025-02-18 02:01:18,23.78,55.34,0.0,0.0,0.0
2025-02-18 02:01:18,23.76,55.21,0.0,0.0,0.0
2025-02-18 02:01:18,23.76,55.25,0.0,0.0,0.0
2025-02-18 02:01:18,23.76,55.21,0.0,0.0,0.0
2025-02-18 02:01:18,23.75,55.18,0.0,0.0,0.0
2025-02-18 02:01:18,23.75,55.1,0.0,0.0,0.0
2025-02-18 02:01:18,23.75,55.09,0.0,0.0,0.0
2025-02-18 02:01:18,23.71,55.07,0.0,0.0,0.0
2025-02-18 02:01:18,23.67,55.02,0.0,0.0,0.0
2025-02-18 02:01:18,23.6,55.04,0.0,0.0,0.0
2025-02-18 02:01:18,23.53,55.11,0.0,0.0,0.0
2025-02-18 02:01:18,23.45,55.18,0.0,0.0,0.0
2025-02-18 02:01:18,23.43,55.21,0.0,0.0,0.0
2025-02-18 02:01:18,23.44,55.26,0.0,0.0,0.0
2025-02-18 02:01:19,23.51,55.3,0.0,0.0,0.0
2025-02-18 02:01:19,23.56,55.32,0.0,0.0,0.0
2025-02-18 02:01:19,23.62,55.41,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.47,0.0,0.0,0.0
2025-02-18 02:01:19,23.72,55.4,0.0,0.0,0.0
2025-02-18 02:01:19,23.72,55.36,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.33,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.31,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.34,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.31,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.28,0.0,0.0,0.0
2025-02-18 02:01:19,23.69,55.34,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.26,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.37,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.33,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.31,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.39,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.44,0.0,0.0,0.0
2025-02-18 02:01:19,23.71,55.39,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.42,0.0,0.0,0.0
2025-02-18 02:01:19,23.7,55.44,0.0,0.0,0.0
2025-02-18 02:01:19,23.69,55.39,0.0,0.0,0.0
2025-02-18 02:01:19,23.69,55.37,0.0,0.0,0.0
2025-02-18 02:01:19,23.68,55.42,0.0,0.0,0.0
2025-02-18 02:01:20,23.68,55.49,0.0,0.0,0.0
2025-02-18 02:01:20,23.68,55.38,0.0,0.0,0.0
2025-02-18 02:01:20,23.67,55.37,0.0,0.0,0.0
2025-02-18 02:01:20,23.67,55.37,0.0,0.0,0.0
2025-02-18 02:01:20,23.67,55.39,0.0,0.0,0.0
2025-02-18 02:01:20,23.66,55.4,0.0,0.0,0.0
2025-02-18 02:01:20,23.67,55.44,0.0,0.0,0.0
2025-02-18 02:01:20,23.67,55.42,0.0,0.0,0.0
2025-02-18 02:01:20,23.66,55.42,0.0,0.0,0.0
2025-02-18 02:01:20,23.66,55.38,0.0,0.0,0.0
2025-02-18 02:01:20,23.66,55.43,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.4,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.39,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.4,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.39,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.4,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.44,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.47,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.48,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.48,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.43,0.0,0.0,0.0
2025-02-18 02:01:20,23.65,55.56,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.5,0.0,0.0,0.0
2025-02-18 02:01:20,23.63,55.49,0.0,0.0,0.0
2025-02-18 02:01:20,23.64,55.49,0.0,0.0,0.0
2025-02-18 02:01:21,23.63,55.45,0.0,0.0,0.0
2025-02-18 02:01:21,23.64,55.43,0.0,0.0,0.0
2025-02-18 02:01:21,23.64,55.51,0.0,0.0,0.0
2025-02-18 02:01:21,23.64,55.51,0.0,0.0,0.0
2025-02-18 02:01:21,23.63,55.53,0.0,0.0,0.0
2025-02-18 02:01:21,23.62,55.49,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.49,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.45,0.0,0.0,0.0
2025-02-18 02:01:21,23.62,55.53,0.0,0.0,0.0
2025-02-18 02:01:21,23.62,55.55,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.52,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.52,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.5,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.53,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.45,0.0,0.0,0.0
2025-02-18 02:01:21,23.62,55.57,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.49,0.0,0.0,0.0
2025-02-18 02:01:21,23.62,55.51,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.59,0.0,0.0,0.0
2025-02-18 02:01:21,23.6,55.51,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.52,0.0,0.0,0.0
2025-02-18 02:01:21,23.6,55.64,0.0,0.0,0.0
2025-02-18 02:01:21,23.61,55.52,0.0,0.0,0.0
2025-02-18 02:01:21,23.6,55.54,0.0,0.0,0.0
2025-02-18 02:01:22,23.59,55.59,0.0,0.0,0.0
2025-02-18 02:01:22,23.59,55.5,0.0,0.0,0.0
2025-02-18 02:01:22,23.58,55.53,0.0,0.0,0.0
2025-02-18 02:01:22,23.59,55.55,0.0,0.0,0.0
2025-02-18 02:01:22,23.58,55.59,0.0,0.0,0.0
2025-02-18 02:01:22,23.61,55.56,0.0,0.0,0.0
2025-02-18 02:01:22,23.59,55.55,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.62,0.0,0.0,0.0
2025-02-18 02:01:22,23.57,55.61,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.62,0.0,0.0,0.0
2025-02-18 02:01:22,23.58,55.57,0.0,0.0,0.0
2025-02-18 02:01:22,23.58,55.64,0.0,0.0,0.0
2025-02-18 02:01:22,23.56,55.61,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.65,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.61,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.63,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.59,0.0,0.0,0.0
2025-02-18 02:01:22,23.57,55.69,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.71,0.0,0.0,0.0
2025-02-18 02:01:22,23.56,55.65,0.0,0.0,0.0
2025-02-18 02:01:22,23.54,55.63,0.0,0.0,0.0
2025-02-18 02:01:22,23.55,55.69,0.0,0.0,0.0
2025-02-18 02:01:22,23.54,55.64,0.0,0.0,0.0
